,symbol,lexpressionChangeLogFc,pValue,crResult,measurementMethod,measurementType,restrictionPercent,restrictionTime,age,organism,line,sex,tissue,experimentNumber,doi,expressionChangePercent,isoform
3340,Cbr1,0.812,0.001,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3341,C6,-1.175,0.002,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3342,Bahcc1,-0.651,0.020,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3343,Fdps,1.652,0.002,increase,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3344,Tln2,-0.867,0.003,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3345,Nav1,-0.831,0.006,decrease,RNAseq,mRNA,30,8_months,3_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
3346,Sorl1,2.321,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3347,Gm10069,-2.545,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3348,Atp1a3,3.847,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3349,Elovl6,4.411,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3350,Pth1r,1.888,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3351,Tmem79,2.089,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3352,Serpina1e,-8.268,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3353,Acot3,4.494,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3354,Slc2a5,3.54,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3355,Pdk1,2.241,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3356,Oscp1,1.721,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3357,Rorc,2.441,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3358,Tgm3,4.567,0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3359,Npdc1,-0.969,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3360,Pcdh1,-1.03,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3361,St5,-0.772,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3362,Psph,1.285,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3363,Ntrk2,-1.866,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3364,Nek6,-1.009,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3365,Fads1,0.719,0.005,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3366,Tmem53,0.951,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3367,Usp2,1.511,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3368,Pmm1,1.672,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3369,Egfr,-1.165,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3370,Gm15386,8.65,0.010,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3371,Cox4i1,1.019,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3372,Dock11,-1.655,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3373,Metap1,1.032,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3374,Akr1c14,-1.952,0.002,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3375,Cdh11,-1.228,0.002,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3376,Pxdn,-0.885,0.004,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3377,Nid2,-1.363,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3378,Magi1,-0.781,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3379,Gbe1,1.931,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3380,Itpripl2,-0.74,0.002,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3381,Slc9a2,2.318,0.031,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3382,Gcnt4,3.213,0.044,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3383,Plce1,-1.479,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3384,Bcl6b,-1.337,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3385,Rassf6,2.41,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3386,Zeb2,-1.169,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3387,Cst11,8.041,0.019,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3388,Acss2,2.126,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3389,Akr1c6,-6.277,0.039,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3390,Tecr,1.465,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3391,Lmo2,-1.165,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3392,Pla2g12a,1.116,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3393,Il2rg,-1.174,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3394,Defb25,7.84,0.010,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3395,Gclm,0.841,0.004,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3396,Tfpi,-0.836,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3397,Plxna1,-0.586,0.003,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3398,Thbd,-1.095,0.013,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3399,Fbn1,-1.912,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3400,Spink2,4.364,0.037,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3401,Adamts16,-2.272,0.002,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3402,Apob,-6.264,0.017,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3403,Ccdc18,1.575,0.013,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3404,Npr3,-2.876,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3405,Ascl4,4.878,0.025,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3406,Stard13,-0.773,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3407,Crispld2,-1.548,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3408,Bank1,-2.407,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3409,Gjc1,-1.033,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3410,Sash1,-0.637,0.012,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3411,Gng11,-0.85,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3412,Plekha2,-0.854,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3413,Cpt1a,-0.88,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3414,Col18a1,-1.583,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3415,Sipa1,-1.219,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3416,Asgr2,-2.73,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3417,Haao,-3.331,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3418,Hpd,-2.504,0.016,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3419,Pcsk4,1.832,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3420,Cst8,7.166,0.020,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3421,Fam198b,-0.638,0.011,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3422,Boc,-0.849,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3423,Ndn,-1.307,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3424,Cdh2,-1.532,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3425,Acot4,1.569,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3426,Nr1d1,-0.86,0.010,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3427,Rnf146,1.777,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3428,Nsdhl,1.559,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3429,Cacnb4,0.756,0.027,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3430,Hhex,-1.371,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3431,Pzp,-6.661,0.005,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3432,Psmd5,0.584,0.005,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3433,Fbln5,-1.392,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3434,Itih3,-2.956,0.003,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3435,A430105I19Rik,-1.504,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3436,Defb48,6.521,0.023,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3437,Cpne2,-1.361,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3438,Fdft1,1.245,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3439,Acacb,2.521,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3440,Vgll3,-1.997,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3441,Arhgef2,-0.683,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3442,Hoxc4,-0.949,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3443,Prkcdbp,-1.777,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3444,Mpc1,2.278,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3445,D730048I06Rik,6.729,0.033,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3446,Fam26e,-1.007,0.006,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3447,Kng1,-5.601,0.008,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3448,9430020K01Rik,-0.643,0.004,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3449,Smoc2,-1.602,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3450,Acot1,2.42,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3451,Fabp5,1.577,0.003,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3452,Cdnf,0.882,0.004,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3453,Serpina1c,-7.226,0.003,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3454,Tmem179,1.989,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3455,Ros1,7.143,0.014,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3456,Rnase13,6.241,0.036,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3457,Heg1,-0.948,0.004,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3458,Slc2a13,-2.018,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3459,Grb14,-3.268,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3460,Slc27a1,2.285,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3461,Esyt1,-0.982,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3462,Slc25a16,0.72,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3463,Man1c1,-1.056,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3464,Ecm2,-0.966,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3465,Klhl13,-1.006,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3466,Ankrd27,-0.381,0.020,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3467,Abat,-1.03,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3468,Sbk1,1.309,0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3469,Tuba1a,-2.04,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3470,Col8a1,-2.028,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3471,Gm17727,6.034,0.044,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3472,Antxr2,-1.042,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3473,Palm,-1.49,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3474,Gm13476,-0.8,0.007,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3475,Ppa2,0.625,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3476,Pdha1,1.846,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3477,Esr1,1.07,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3478,Glul,1.647,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3479,Srxn1,0.596,0.011,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3480,Arhgap23,-0.868,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3481,Rbms3,-1.061,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3482,L2hgdh,0.848,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3483,Unc79,-1.939,0.007,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3484,Xrra1,2.647,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3485,Fn1,-1.89,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3486,Scd3,2.321,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3487,Gm5177,1.194,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3488,AI182371,-2.637,0.005,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3489,Syngr1,1.275,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3490,C4b,-1.445,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3491,Sncg,-4.438,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3492,Vegfc,-1.402,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3493,Sqle,1.945,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3494,2410066E13Rik,-1.407,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3495,Sh3pxd2a,-1.39,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3496,Col6a2,-1.548,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3497,Nxnl1,1.881,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3498,Ugt3a2,-3.423,0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3499,Hsd17b13,-4.78,0.005,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3500,Pdhx,1.423,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3501,Aldh1a7,1.41,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3502,Ldlrad3,1.02,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3503,Fgfr1,-0.928,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3504,Il1rap,-0.784,0.014,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3505,Slc1a2,-2.762,0.003,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3506,Cox5a,1.034,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3507,Rtn4rl1,-1.574,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3508,Rhbdd2,0.7,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3509,Mxra8,-1.196,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3510,Map4,-0.682,0.002,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3511,F10,-1.948,0.011,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3512,St3gal6,2.026,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3513,Cox6c,0.952,<0.001,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3514,Gsta4,0.556,0.037,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3515,Elk3,-0.868,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3516,Arrb1,-1.116,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3517,Ass1,-2.758,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3518,Uox,-5.229,0.003,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3519,Pcdh12,-1.975,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3520,1700047G03Rik,-3.599,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3521,Jup,-1.056,<0.001,decrease,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
3522,Slmo1,1.535,0.008,increase,RNAseq,mRNA,40,8_months,3_months,mouse,C57BL/6,male,fat,9,10.1093/gerona/glx101,,
