gene_id,gene_symbol,gene_name,organism,p_value,sample,change_type,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_controls,max_age_of_controls,min_age_of_experiment,max_age_of_experiment,n_of_controls,n_of_experiment,reference,fc,log_fc,change_value,q-value
,,"Homo sapiens cDNA FLJ12327 fis, clone MAMMA1002140, mRNA sequence",human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.405516021,0.4910998986030076,40,8.175499961
,,"Homo sapiens cDNA FLJ36574 fis, clone TRACH2012376, mRNA sequence",human,"0,00062",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.4021337355888488,0.48762396023957183,40,2.835248776
,,ESTs,human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3997846447182272,0.4852048872447966,39,8.585534989
,,"Homo sapiens cDNA FLJ34675 fis, clone LIVER2001608, mRNA sequence",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3794503301760592,0.4640935105521742,37,4.083053576
,,"Unknown (protein for MGC:982) [Homo sapiens], mRNA sequence",human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.376988394,0.46151639971310393,37,1.555448981
,,ESTs,human,"0,0207",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3748601861543615,0.45928491391176995,37,8.175499961
,,ESTs,human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3725035160113295,0.45680984505969907,37,8.585534989
,,"Homo sapiens mRNA; cDNA DKFZp566A1046 (from clone DKFZp566A1046), mRNA sequence",human,"0,00062",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.365703226689603,0.44964401371613355,36,5.074085998
,,"ESTs, Weakly similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]",human,"0,00031",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3634025200788358,0.44721155479940644,36,1.555448981
,,ESTs,human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.360899447840125,0.44456047502597307,36,7.425651557
,,"Homo sapiens cDNA FLJ13368 fis, clone PLACE1000599, mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3529475338290777,0.43610589389520815,35,5.915805962
,,"Homo sapiens cDNA FLJ37677 fis, clone BRHIP2012642, mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.348245010310236,0.4310826946205859,34,5.074085998
,,ESTs,human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3481391427668044,0.430969406178504,34,6.354174563
,,"Homo sapiens mRNA; cDNA DKFZp564D156 (from clone DKFZp564D156), mRNA sequence",human,"0,0019",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.339374662,0.42155958082829204,33,2.835248776
,,"ESTs, Moderately similar to hypothetical protein FLJ11267 [Homo sapiens] [H.sapiens]",human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3384882729393288,0.420604498973917,33,8.175499961
,,"ESTs, Weakly similar to neuronal thread protein [Homo sapiens] [H.sapiens]",human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3366562842238086,0.41862852990642324,33,8.175499961
,,"ESTs, Moderately similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]",human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3290162648611161,0.4103587608149042,32,5.506014094
,,"ESTs, Weakly similar to hypothetical protein MGC11314 [Homo sapiens] [H.sapiens]",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.326445081340094,0.4075649450589046,32,6.354174563
,,"ESTs, Weakly similar to TRHY_HUMAN Trichohyalin [H.sapiens]",human,"0,00062",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3259743153116914,0.4070528301025863,32,1.555448981
,,"ESTs, Weakly similar to hypothetical protein FLJ20489 [Homo sapiens] [H.sapiens]",human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.316093407,0.3962618849952616,31,9.271695889
,,"Homo sapiens cDNA FLJ37677 fis, clone BRHIP2012642, mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.315966995222342,0.39612330637850696,31,7.425651557
,,"ESTs, Weakly similar to ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome; Ubiquitously transcribed TPR gene on Y chromosome [Homo sapiens] [H.sapiens]",human,"0,0011",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.310713330809987,0.3903521848406565,31,1.555448981
,,"Homo sapiens cDNA FLJ30652 fis, clone DFNES2000011, mRNA sequence",human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.310077080901608,0.38965169799400473,31,5.074085998
,,null,human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3096678225541896,0.3892009403707817,30,8.175499961
,,"Homo sapiens cDNA FLJ11223 fis, clone PLACE1008209, mRNA sequence",human,"0,00031",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.309529833935573,0.3890489277913048,30,1.555448981
,,KIAA1102 protein,human,"0,00016",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.307586421,0.3869063002220377,30,1.555448981
,,Homo sapiens clone 24852 mRNA sequence,human,"0,0281",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3038203721666464,0.3827451226096059,30,7.08522883
,,"Homo sapiens mRNA; cDNA DKFZp667D095 (from clone DKFZp667D095), mRNA sequence",human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.3035397271220814,0.38243455161044243,30,5.234573694
,,"Homo sapiens cDNA FLJ25923 fis, clone CBR05077, mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2985298904068332,0.37687922329270923,29,7.425651557
,,"Homo sapiens, clone IMAGE:4183899, mRNA, mRNA sequence",human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2962358741125468,0.37432826718020235,29,9.271695889
,,"Homo sapiens cDNA FLJ31353 fis, clone MESAN2000264, mRNA sequence",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.295671987,0.3737005310126225,29,5.915805962
,,ESTs,human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2939704718532945,0.3718046956945025,29,9.271695889
,,hypothetical protein FLJ20274,human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.293605478,0.3713976932831334,29,5.074085998
,,ESTs,human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2907192117433646,0.3681751850875152,29,7.08522883
,,"Homo sapiens, clone IMAGE:4074138, mRNA, mRNA sequence",human,"0,0207",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2898469429053239,0.36719988129797837,28,7.08522883
,,"Homo sapiens cDNA FLJ11865 fis, clone HEMBA1006949, mRNA sequence",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2890716135480007,0.3663324139250617,28,8.175499961
,,"Unknown [Homo sapiens], mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2877401239124604,0.364841475617675,28,7.08522883
,,ESTs,human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2876701063564888,0.3647630306541403,28,5.074085998
,,"Homo sapiens cDNA: FLJ22141 fis, clone HEP21327, mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2875013122204344,0.3645739026903792,28,8.585534989
,,"Homo sapiens cDNA FLJ34903 fis, clone NT2RI2000688, mRNA sequence",human,"0,0207",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2852275702775524,0.362023834471661,28,7.425651557
,,"Homo sapiens cDNA FLJ37247 fis, clone BRAMY2006397, mRNA sequence",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2829282097714012,0.3594404422089209,28,5.506014094
,,Homo sapiens clone CDABP0086 mRNA sequence,human,"0,00031",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.281998457,0.35839452554496315,28,1.555448981
,,"Homo sapiens mRNA; cDNA DKFZp434C1613 (from clone DKFZp434C1613), mRNA sequence",human,"0,0011",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2797737890491077,0.3558888240860369,27,2.835248776
,,"RIKEN cDNA 2310005G07 gene [Homo sapiens], mRNA sequence",human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2731276947685013,0.34837712887798794,27,2.835248776
,,"Homo sapiens cDNA FLJ34482 fis, clone HLUNG2004067, mRNA sequence",human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.266200161,0.34050548411568987,26,6.354174563
,,"Homo sapiens mRNA; cDNA DKFZp564F053 (from clone DKFZp564F053), mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.263008623,0.336864488940881,26,7.425651557
,,"ESTs, Weakly similar to neuronal thread protein [Homo sapiens] [H.sapiens]",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2552242894513022,0.32794517482773944,25,4.695695038
,,"ESTs, Weakly similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2421301896550094,0.3128163926616534,24,7.425651557
,,KIAA1143 protein,human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2391867756709831,0.3093936531977586,23,7.08522883
,,hypothetical protein FLJ23306,human,"0,0019",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.239062809123029,0.3092493207421285,23,2.835248776
,,ESTs,human,"0,00016",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2374250263636282,0.3073411172164323,23,8.585534989
,,hypothetical protein,human,"0,0148",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.237098547,0.30696042966375586,23,7.425651557
,,hypothetical protein FLJ20147,human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.232798303,0.30193678103479615,23,6.354174563
,,ESTs,human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.232351533517452,0.30141384963776585,23,7.08522883
,,"ESTs, Weakly similar to hypothetical protein FLJ20489 [Homo sapiens] [H.sapiens]",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2292041093666628,0.2977244951422728,22,5.074085998
,,KIAA1649 protein,human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.222022508,0.2892708578906292,22,4.695695038
,,hypothetical protein FLJ10704,human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.22049466,0.2874659829450628,22,8.585534989
,,"Homo sapiens cDNA FLJ25076 fis, clone CBL06117, mRNA sequence",human,"0,0019",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.218237503015207,0.28479542307981914,21,4.057692995
,,"Homo sapiens cDNA: FLJ22042 fis, clone HEP09065, mRNA sequence",human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2180585209377766,0.28458344838262073,21,7.425651557
,,"Homo sapiens cDNA FLJ12927 fis, clone NT2RP2004743, mRNA sequence",human,"0,0047",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2174413440226513,0.283852265345683,21,8.175499961
,,"Homo sapiens mRNA; cDNA DKFZp434C2112 (from clone DKFZp434C2112), mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.215589987,0.2816566963228449,21,7.425651557
,,KIAA1530 protein,human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2121462834135017,0.27756381565927635,21,5.074085998
,,"ESTs, Moderately similar to cytokine receptor-like factor 2; cytokine receptor CRL2 precusor [Homo sapiens] [H.sapiens]",human,"0,003",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2118433720452257,0.2772032458605305,21,5.385423359
,,"Similar to CG14037 gene product [Homo sapiens], mRNA sequence",human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.210945972,0.27613449866851336,21,5.074085998
,,"ESTs, Weakly similar to A59273 proteinase inhibitor 8 - human [H.sapiens]",human,"0,007",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2084697203782853,0.273181325145396,20,5.915805962
,,hypothetical protein FLJ38564,human,"0,0104",muscle,increased gene expression,mRNA,male,microarray,"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,8,8,10.1152/physiolgenomics.00049.2003,1.2076792925663549,0.2722373880628532,20,8.585534989
